year,recipient_name,usd_disbursement_deflated,usd_disbursement_lwr,usd_disbursement_upr
2023,Senegal,0.585318959047072,0,6.37580703473545
2023,Serbia,3.8779025422985,0,9.67076204418777
2023,Seychelles,0.475855709463581,0,6.26631965201542
2023,Sierra Leone,0.601941560768611,0,6.39246467922233
2023,Solomon Islands,0.33639524729763,0,6.12683347726895
2023,Somalia,0.773087776800945,0,6.5636298431615
2023,South Africa,5.91093073796844,0.25924132593465,11.7048241222779
2023,South Sudan,0.323214943859992,0,6.10666841278509
2023,Sri Lanka,3.74282903999802,0,9.53819336105523
2023,Sudan,1.98149677547117,0,7.77464630475815
2023,Suriname,0.363071865491316,0,6.15359916064988
2023,Syria,0.711805527426447,0,6.50231384006846
2023,São Tomé & Príncipe,0.322693862955418,0,6.10562608411609
2023,Tajikistan,0.336441677189933,0,6.12687991483299
2023,Tanzania,0.610411839884081,0,6.40083542702514
2023,Thailand,0.360192094571502,0,6.15064083816815
2023,Timor-Leste,0.322693863085554,0,6.1056260843701
2023,Togo,0.323932127704539,0,6.10810416614544
2023,Tonga,0.541290256561617,0,6.33177132544488
2023,Trinidad & Tobago,0.363107156489783,0,6.11409171104122
2023,Tunisia,6.05735816017494,0.264258909447015,11.8504574109029
2023,Turkey,0.33838595601855,0,6.12882463409372
2023,Tuvalu,0.323328664332202,0,6.1068958894733
2023,Uganda,2.25581817960122,0,8.04682571760895
2023,Ukraine,14.9747442223703,8.40704301360407,21.5424454311364
2023,Uruguay,0.43472637523967,0,6.14272640931238
2023,Uzbekistan,15.7073887409401,9.6213392562267,21.7934382256534
2023,Vanuatu,0.324941514825781,0,6.10876493595483
2023,Venezuela,0.326993173805197,0,6.11530177773524
2023,Vietnam,2.39836640710883,0,8.19058700229598
2023,Wallis & Futuna,0.512545709242572,0,6.30303416775489
2023,Yemen,3.96224221328545,0,9.75877830369953
2023,Zambia,0.494223661438675,0,6.28464987528225
2023,Zimbabwe,0.422958289843841,0,6.21339215202795
