year,sector_code,recipient_iso3_code,usd_disbursement_crs,usd_disbursement_iati,usd_disbursement_crs_t1,usd_disbursement_iati_t1,delta_iati,usd_disbursement_crs_fit,usd_disbursement_crs_lwr,usd_disbursement_crs_upr
2020,16030,JOR,0,0,0,0,0,0.119273864454776,-2.67668439411294,2.91523212302249
2021,16030,JOR,0,0,0,0,0,0.147364752022767,-2.65453365276754,2.94926315681307
2022,16030,JOR,0,0,0,0,0,0.175455639590751,-2.63385021828582,2.98476149746732
2023,16030,JOR,0.203546527158743,0,0,0,0,0.203546527158743,-2.61462252040608,3.02171557472357
2010,16040,JOR,0.042554,0,,,,,,
2011,16040,JOR,0,0,0.042554,0,0,0.239427699969625,-2.56985086047564,3.04870626041489
2012,16040,JOR,0,0,0,0,0,0.262342543639157,-2.53954151435653,3.06422660163484
2013,16040,JOR,0,0,0,0,0,0.290433431207141,-2.50552193007837,3.08638879249265
2014,16040,JOR,0,0,0,0,0,0.318524318775133,-2.4729790638794,3.11002770142966
2015,16040,JOR,0,0,0,0,0,0.346615206343117,-2.44191998864043,3.13515040132666
2016,16040,JOR,0,0,0,0,0,0.374706093911108,-2.41234944503529,3.16176163285751
2017,16040,JOR,0,0,0,0,0,0.402796981479092,-2.384269803853,3.18986376681119
2018,16040,JOR,1.01133,0,0,0,0,0.430887869047076,-2.35768104705499,3.21945678514914
2019,16040,JOR,1.619244,1.5008238,1.01133,0,1.5008238,0.604328357563134,-2.18729559620591,3.39595231133218
2020,16040,JOR,2.604735,0.6813561,1.619244,1.5008238,-0.8194677,0.697426042087727,-2.09872867424119,3.49358075841664
2021,16040,JOR,0.038434,0.03846375,2.604735,0.6813561,-0.64289235,0.834038968551013,-1.96855409087161,3.63663202797364
2022,16040,JOR,0,0,0.038434,0.03846375,-0.03846375,0.548009863618532,-2.26138071501226,3.35740044224932
2023,16040,JOR,0.569871089253653,-0.09885223,0,0,-0.09885223,0.569871089253653,-2.2484070240436,3.38814920255091
2010,16030,AGO,0,0,,,,,,
2011,16030,AGO,0,0,0,0,0,-0.323833557381448,-3.13317143821934,2.48550432345644
2012,16030,AGO,0,0,0,0,0,-0.295742669813464,-3.09766844115979,2.50618310153286
2013,16030,AGO,0,0,0,0,0,-0.26765178224548,-3.06363271436543,2.52832914987447
2014,16030,AGO,0,0,0,0,0,-0.239560894677489,-3.03107363200141,2.55195184264644
2015,16030,AGO,0,0,0,0,0,-0.211470007109504,-2.99999829237483,2.57705827815582
2016,16030,AGO,0,0,0,0,0,-0.183379119541513,-2.97041146202114,2.60365322293812
2017,16030,AGO,0,0,0,0,0,-0.155288231973529,-2.94231553782288,2.63173907387582
2018,16030,AGO,0,0,0,0,0,-0.127197344405545,-2.91571052785869,2.6613158390476
2019,16030,AGO,0,0,0,0,0,-0.0991064568375535,-2.8905940513387,2.6923811376636
2020,16030,AGO,0,0,0,0,0,-0.0710155692695693,-2.86696135762729,2.72493021908816
2021,16030,AGO,0,0,0,0,0,-0.042924681701578,-2.84480536399989,2.75895600059674
2022,16030,AGO,0,0,0,0,0,-0.0148337941335939,-2.82411671143782,2.79444912317063
2023,16030,AGO,0.0132570934343974,0,0,0,0,0.0132570934343974,-2.80488383744502,2.83139802431381
2010,16040,AGO,0,-9.709e-07,,,,,,
2011,16040,AGO,0,0,0,-9.709e-07,9.709e-07,0.0439622202382282,-2.76531854185139,2.85324298232784
2012,16040,AGO,0,0,0,0,0,0.0720531099148118,-2.72982630974059,2.87393252957021
2013,16040,AGO,0,0,0,0,0,0.100143997482796,-2.69580142570182,2.89608942066742
2014,16040,AGO,0.083945,0,0,0,0,0.128234885050787,-2.66325324528136,2.91972301538294
2015,16040,AGO,0,0,0.083945,0,0,0.166536399235675,-2.62197589606829,2.95504869453964
2016,16040,AGO,0,0.073532540862,0,0,0.073532540862,0.185511044913767,-2.60151837295935,2.97254046278688
2017,16040,AGO,0,0,0,0.073532540862,-0.073532540862,0.212667245492774,-2.57436735795598,2.99970184894153
2018,16040,AGO,0,0,0,0,0,0.240598435322731,-2.54793399651577,3.02913086716123
2019,16040,AGO,0.00356,0.1761675475,0,0,0.1761675475,0.271311224311745,-2.52020672643422,3.06282917505771
2020,16040,AGO,0,0.108600543,0.00356,0.1761675475,-0.0675670045,0.299212131947733,-2.49676814350861,3.09519240740407
2021,16040,AGO,0.233186,0.233201166,0,0.108600543,0.124600623,0.328577689044231,-2.47335044690138,3.13050582498985
2022,16040,AGO,0.079149,0.0808816176,0.233186,0.233201166,-0.1523195484,0.383035726119545,-2.42626526054464,3.19233671278373
2023,16040,AGO,0.392356079401786,0.10080504,0.079149,0.0808816176,0.0199234224,0.392356079401786,-2.42583771403708,3.21054987284065
2010,16030,CHN,2.930984,-3.0455746e-05,,,,,,
2011,16030,CHN,1.9993,0,2.930984,-3.0455746e-05,3.0455746e-05,0.168156417209012,-2.64298085572005,2.97929369013807
2012,16030,CHN,1.720987,0,1.9993,0,0,0.0829222479360823,-2.71983127220588,2.88567576807805
2013,16030,CHN,0.440553,0,1.720987,0,0,0.0771606115225296,-2.7194083243713,2.87372954741636
2014,16030,CHN,0.093415,0,0.440553,0,0,-0.0504937326872721,-2.84202838099645,2.7410409156219
2015,16030,CHN,0.014894,0,0.093415,0,0,-0.0646268787429492,-2.85314398412317,2.72389022663728
2016,16030,CHN,0,0,0.014894,0,0,-0.0460868710675797,-2.83311347995994,2.74093973782478
2017,16030,CHN,0,0,0,0,0,-0.0198076110275238,-2.80683581509242,2.76722059303737
2018,16030,CHN,0,0,0,0,0,0.00828327654046035,-2.78023691592392,2.79680346900484
2019,16030,CHN,0,0,0,0,0,0.0363741641084516,-2.75512653668487,2.82787486490177
2020,16030,CHN,0,0,0,0,0,0.0644650516764358,-2.73149991707717,2.86043002043004
2021,16030,CHN,0,0,0,0,0,0.0925559392444271,-2.70934996490096,2.89446184338981
2022,16030,CHN,0,0,0,0,0,0.120646826812411,-2.68866731192179,2.92996096554661
2023,16030,CHN,0.148737714380403,0,0,0,0,0.148737714380403,-2.66944038675492,2.96691581551572
2010,16040,CHN,0,0,,,,,,
2011,16040,CHN,0,0,0,0,0,0.179442843292833,-2.62984309944669,2.98872878603235
2012,16040,CHN,0,0,0,0,0,0.207533730860817,-2.59435696521906,3.0094244269407
2013,16040,CHN,0,0,0,0,0,0.235624618428801,-2.56033820011936,3.03158743697697
2014,16040,CHN,0.00297,0,0,0,0,0.263715505996792,-2.52779615219994,3.05522716419353
2015,16040,CHN,0.02026,0,0.00297,0,0,0.292167648684824,-2.49637617103253,3.08071146840217
2016,16040,CHN,0,0,0.02026,0,0,0.322361600571192,-2.46470029373315,3.10942349487553
2017,16040,CHN,0,0,0,0,0,0.347988168700752,-2.43908932835596,3.13506566575746
2018,16040,CHN,0.017846,0,0,0,0,0.376079056268736,-2.41250137302197,3.16465948555944
2019,16040,CHN,0.098922,0,0.017846,0,0,0.406340637059735,-2.38522693220572,3.19790820632519
2020,16040,CHN,0.068653,0,0.098922,0,0,0.444293181231352,-2.35172960047638,3.24031596293908
2021,16040,CHN,0.023058,0,0.068653,0,0,0.468702307442896,-2.33327773251567,3.27068234740147
2022,16040,CHN,0.004188,0,0.023058,0,0,0.491247259927221,-2.31816332082611,3.30065784068055
2023,16040,CHN,0.526811211503556,0.6563402464,0.004188,0,0.6563402464,0.526811211503556,-2.291495349908,3.34511777291511
2010,16030,DMA,0,0,,,,,,
2011,16030,DMA,0,0,0,0,0,-0.0328964327557131,-2.84220226590886,2.77640940039744
2012,16030,DMA,0,0,0,0,0,-0.00480554518772891,-2.80670431291329,2.79709322253784
2013,16030,DMA,0,0,0,0,0,0.0232853423802553,-2.77267366844152,2.81924435320203
2014,16030,DMA,0,0,0,0,0,0.0513762299482465,-2.74011969894518,2.84287215884167
2015,16030,DMA,0,0,0,0,0,0.0794671175162307,-2.70904949478526,2.86798372981772
2016,16030,DMA,0,0,0,0,0,0.107558005084222,-2.67946781437886,2.8945838245473
2017,16030,DMA,0,0,0,0,0,0.135648892652206,-2.65137704638138,2.92267483168579
2018,16030,DMA,0.39375,0,0,0,0,0.16373978022019,-2.62477719060102,2.9522567510414
2019,16030,DMA,0.043688,0,0.39375,0,0,0.239724339006315,-2.55176894901313,3.03121762702576
2020,16030,DMA,1.538149,0,0.043688,0,0,0.225235533027728,-2.57072010272624,3.0211911687817
2021,16030,DMA,4.24934,0,1.538149,0,0,0.435104766709522,-2.36705378848491,3.23726332190395
2022,16030,DMA,1.75693,0,4.24934,0,0,0.792970613930926,-2.01915330996257,3.60509453782442
2023,16030,DMA,0.517897907643018,0,1.75693,0,0,0.517897907643018,-2.30056538477696,3.33636120006299
2010,16040,DMA,0,0,,,,,,
2011,16040,DMA,0,0,0,0,0,0.334899346972563,-2.47438371025849,3.14418240420361
2012,16040,DMA,0.000641,0,0,0,0,0.362990234540547,-2.43889661516164,3.16487708424274
2013,16040,DMA,0,0,0.000641,0,0,0.391159089964404,-2.40479885618489,3.1871170361137
2014,16040,DMA,0.119585,0,0,0,0,0.419172009676522,-2.37233387424534,3.21067789359838
2015,16040,DMA,0,0,0.119585,0,0,0.461808585301959,-2.32671491602764,3.25033208663156
2016,16040,DMA,0,0,0,0,0,0.475353784812498,-2.31170395809227,3.26241152771727
2017,16040,DMA,0,0,0,0,0,0.503444672380482,-2.28362416625134,3.2905135110123
2018,16040,DMA,0,0,0,0,0,0.531535559948466,-2.25703525777865,3.32010637767558
2019,16040,DMA,0,0,0,0,0,0.559626447516457,-2.23193482619861,3.35118772123153
2020,16040,DMA,0,0,0,0,0,0.587717335084442,-2.20831809558375,3.38375276575263
2021,16040,DMA,0.001981,0,0,0,0,0.615808222652433,-2.18617795850865,3.41779440381352
2022,16040,DMA,0,0,0.001981,0,0,0.644140068601843,-2.16526350660653,3.45354364381021
2023,16040,DMA,0.671989997788408,0,0,0,0,0.671989997788408,-2.14628773068485,3.49026772626167
2010,16030,MYT,47.53382,0,,,,,,
2011,16030,MYT,0,0,47.53382,0,0,5.15949702043169,1.97730290820673,8.34169113265664
2012,16030,MYT,0,0,0,0,0,-0.594175004562828,-3.39675863780902,2.20840862868337
2013,16030,MYT,0,0,0,0,0,-0.566084116994844,-3.36277317456696,2.23060494057727
2014,16030,MYT,0,0,0,0,0,-0.537993229426853,-3.33026416781508,2.25427770896138
2015,16030,MYT,0,0,0,0,0,-0.509902341858869,-3.29923863338254,2.2794339496648
2016,16030,MYT,0,0,0,0,0,-0.481811454290877,-3.26970125596423,2.30607834738247
2017,16030,MYT,0,0,0,0,0,-0.453720566722893,-3.24165435190453,2.33421321845874
2018,16030,MYT,0,0,0,0,0,-0.425629679154909,-3.21509785069941,2.36383849238959
2019,16030,MYT,0,0,0,0,0,-0.397538791586918,-3.19002929556041,2.39495171238657
2020,16030,MYT,0,0,0,0,0,-0.369447904018934,-3.16644386302998,2.42754805499211
2021,16030,MYT,0,0,0,0,0,-0.341357016450942,-3.14433440128404,2.46162036838216
2022,16030,MYT,0,0,0,0,0,-0.313266128882958,-3.12369148641644,2.49715922865052
2023,16030,MYT,-0.285175241314967,0,0,0,0,-0.285175241314967,-3.10450349568129,2.53415301305135
2010,16040,MYT,8.47679,0,,,,,,
2011,16040,MYT,0,0,8.47679,0,0,0.776601870442114,-2.04013854376923,3.59334228465346
2012,16040,MYT,0,0,0,0,0,-0.226379224834552,-3.02924203444745,2.57648358477835
2013,16040,MYT,0,0,0,0,0,-0.198288337266568,-2.99526809683048,2.59869142229734
2014,16040,MYT,0,0,0,0,0,-0.170197449698577,-2.96277050452256,2.6223756051254
2015,16040,MYT,0,0,0,0,0,-0.142106562130593,-2.93175625391402,2.64754312965284
2016,16040,MYT,0,0,0,0,0,-0.114015674562602,-2.90223001073289,2.67419866160768
2017,16040,MYT,0,0,0,0,0,-0.0859247869946174,-2.87419407298608,2.70234449899684
2018,16040,MYT,0,0,0,0,0,-0.0578338994266332,-2.8476483526118,2.73198055375853
2019,16040,MYT,0,0,0,0,0,-0.0297430118586419,-2.82259037618381,2.76310435246653
2020,16040,MYT,0,0,0,0,0,-0.00165212429065775,-2.79901530465443,2.79571105607312
2021,16040,MYT,0,0,0,0,0,0.0264387632773335,-2.77691597176986,2.82979349832452
2022,16040,MYT,0,0,0,0,0,0.0545296508453177,-2.75628294045062,2.86534224214125
2023,16040,MYT,0.082620538413309,0,0,0,0,0.082620538413309,-2.73710457611181,2.90234565293843
2010,16030,TUN,0.001128,-2.970954e-06,,,,,,
2011,16030,TUN,0,0,0.001128,-2.970954e-06,2.970954e-06,2.49273835600803,-0.317862360736846,5.3033390727529
2012,16030,TUN,0,0,0,0,0,2.52069204606354,-0.28256605819364,5.32395015032072
2013,16030,TUN,0,0,0,0,0,2.54878293363152,-0.248598329743875,5.34616419700692
2014,16030,TUN,0,0,0,0,0,2.57687382119951,-0.216106757233431,5.36985439963246
2015,16030,TUN,22.185247,0,0,0,0,2.6049647087675,-0.185098325564019,5.39502774309901
2016,16030,TUN,9.60007,0,22.185247,0,0,5.3315519156012,2.47396002641981,8.18914380478258
2017,16030,TUN,0,0,9.60007,0,0,3.82884831565198,1.03334414794705,6.62435248335692
2018,16030,TUN,30.564824,0,0,0,0,2.68923737147146,-0.101006574670178,5.47948131761309
2019,16030,TUN,8.818969,0,30.564824,0,0,6.43507208506059,3.50213143237386,9.36801273774732
2020,16030,TUN,2.338667,0,8.818969,0,0,3.81811197649652,1.01594593910139,6.62027801389165
2021,16030,TUN,0.958398,0,2.338667,0,0,3.0579731411892,0.255961856489378,5.85998442588902
2022,16030,TUN,2.468457,0,0.958398,0,0,2.91817539465288,0.107917396385576,5.72843339292019
2023,16030,TUN,3.12994188670588,0,2.468457,0,0,3.12994188670588,0.311683056157895,5.94820071725386
2010,16040,TUN,0,0,,,,,,
2011,16040,TUN,0,0,0,0,0,2.86039693822383,0.0494192892419378,5.67137458720572
2012,16040,TUN,0,0,0,0,0,2.88848782579181,0.084842018284887,5.69213363329874
2013,16040,TUN,0,0,0,0,0,2.9165787133598,0.118797998213193,5.7143594285064
2014,16040,TUN,0,0,0,0,0,2.94466960092779,0.151277990114686,5.73806121174089
2015,16040,TUN,0,0,0,0,0,2.97276048849577,0.182275029315689,5.76324594767586
2016,16040,TUN,0.072807,0,0,0,0,3.00085137606376,0.211784480191663,5.78991827193587
2017,16040,TUN,0,0,0.072807,0,0,3.03779812273112,0.248751614809744,5.82684463065249
2018,16040,TUN,0,0,0,0,0,3.05703315119973,0.266333921827816,5.84773238057165
2019,16040,TUN,0,0,0,0,0,3.08512403876772,0.291376524007267,5.87887155352818
2020,16040,TUN,0.003644,0,0,0,0,3.11321492633571,0.31493673986762,5.9114931128038
2021,16040,TUN,0,0,0.003644,0,0,3.1417490508254,0.337469910408723,5.94602819124207
2022,16040,TUN,0,0,0,0,0,3.16939670147168,0.357641020444611,5.98115238249876
2023,16040,TUN,3.19748758903967,0,0,0,0,3.19748758903967,0.376806185889012,6.01816899219034
2010,16030,WLF,0.943009,0,,,,,,
2011,16030,WLF,1.775189,0,0.943009,0,0,-0.121993336449805,-2.93159706663062,2.68761039373101
2012,16030,WLF,1.134245,0,1.775189,0,0,0.0073195328687774,-2.79537429912476,2.81001336486232
2013,16030,WLF,0,0,1.134245,0,0,-0.0425506238939803,-2.83885660576726,2.7537553579793
2014,16030,WLF,0,0,0,0,0,-0.152423309940723,-2.94392361161847,2.63907699173702
2015,16030,WLF,0,0,0,0,0,-0.124332422372738,-2.91285120923996,2.66418636449448
2016,16030,WLF,0,0,0,0,0,-0.0962415348047472,-2.8832673259261,2.69078425631661
2017,16030,WLF,0,0,0,0,0,-0.068150647236763,-2.85517435385633,2.71887305938281
2018,16030,WLF,0,0,0,0,0,-0.0400597596687788,-2.82857229637415,2.74845277703659
2019,16030,WLF,0,0,0,0,0,-0.0119688721007876,-2.8034587679604,2.77952102375882
2020,16030,WLF,0,0,0,0,0,0.0161220154671966,-2.77982901329372,2.81207304422811
2021,16030,WLF,0,0,0,0,0,0.0442129030351879,-2.75767594504424,2.84610175111461
2022,16030,WLF,0,0,0,0,0,0.0723037906031721,-2.73699019970367,2.88159778091002
2023,16030,WLF,0.100394678171163,0,0,0,0,0.100394678171163,-2.71776021043524,2.91854956677757
2010,16040,WLF,0,0,,,,,,
2011,16040,WLF,0,0,0,0,0,0.131099807083594,-2.67817956716881,2.940379181336
2012,16040,WLF,0,0,0,0,0,0.159190694651578,-2.64269026996492,2.96107165926808
2013,16040,WLF,0,0,0,0,0,0.187281582219562,-2.60866833192058,2.98323149635971
2014,16040,WLF,0,0,0,0,0,0.215372469787553,-2.57612310608213,3.00686804565723
2015,16040,WLF,0,0,0,0,0,0.243463357355537,-2.54506166907678,3.03198838378786
2016,16040,WLF,0,0,0,0,0,0.271554244923529,-2.51548876536505,3.05859725521211
2017,16040,WLF,0,0,0,0,0,0.299645132491513,-2.48740676953278,3.0866970345158
2018,16040,WLF,0,0,0,0,0,0.327736020059497,-2.46081566731796,3.11628770743695
2019,16040,WLF,0,0,0,0,0,0.355826907627488,-2.43571305572496,3.14736687097994
2020,16040,WLF,0,0,0,0,0,0.383917795195472,-2.41209416222381,3.17992975261476
2021,16040,WLF,0,0,0,0,0,0.412008682763464,-2.38995188267802,3.21396924820494
2022,16040,WLF,0,0,0,0,0,0.440099570331448,-2.36927683730181,3.2494759779647
2023,16040,WLF,0.468190457899439,0,0,0,0,0.468190457899439,-2.3500574436279,3.28643835942678
2010,16030,VNM,18.374356,0,,,,,,
2011,16030,VNM,7.276033,0,18.374356,0,0,2.93872705504985,0.0760007347053349,5.80145337539437
2012,16030,VNM,3.15179,0,7.276033,0,0,1.61687652589519,-1.19115636011332,4.4249094119037
2013,16030,VNM,3.740306,0,3.15179,0,0,1.14331626866152,-1.6530658040772,3.93969834140025
2014,16030,VNM,5.791892,0,3.740306,0,0,1.24299113543105,-1.54929061469005,4.03527288555214
2015,16030,VNM,2.708589,0,5.791892,0,0,1.52062611280147,-1.27099497485325,4.31224720045619
2016,16030,VNM,0.105281,0,2.708589,0,0,1.17368030158125,-1.61349461131255,3.96085521447505
2017,16030,VNM,0.05293,0,0.105281,0,0,0.885118548053335,-1.90250831358694,3.67274540969361
2018,16030,VNM,2.712181,0,0.05293,0,0,0.906841736365593,-1.88234868269167,3.69603215542286
2019,16030,VNM,1.0443,0,2.712181,0,0,1.25838987620144,-1.53319783749608,4.04997758989896
2020,16030,VNM,2.200569,0,1.0443,0,0,1.08360852441716,-1.71252869181485,3.87974574064916
2021,16030,VNM,1.083479,0,2.200569,0,0,1.25234186868536,-1.54953993120623,4.05422366857695
2022,16030,VNM,0.437804,0,1.083479,0,0,1.14455582626972,-1.66494271750801,3.95405437004744
2023,16030,VNM,1.09411021564402,0,0.437804,0,0,1.09411021564402,-1.72462079305198,3.91284122434002
2010,16040,VNM,0.019286,0,,,,,,
2011,16040,VNM,0.06612,0,0.019286,0,0,1.07390902457965,-1.73605420491285,3.88387225407214
2012,16040,VNM,0.076724,0,0.06612,0,0,1.10769655265006,-1.69487500830485,3.91026811360498
2013,16040,VNM,0.03543,0.6216849381,0.076724,0,0.6216849381,1.14632979106362,-1.65035947196003,3.94301905408727
2014,16040,VNM,0.082444,0.049475772,0.03543,0.6216849381,-0.5722091661,1.16223187944237,-1.63008234961817,3.95454610850291
2015,16040,VNM,0.038635,0.016843230432,0.082444,0.049475772,-0.032632541568,1.19431290963689,-1.59500930377196,3.98363512304575
2016,16040,VNM,0.023389,0,0.038635,0.016843230432,-0.016843230432,1.21675355270178,-1.57116086451787,4.00466796992144
2017,16040,VNM,0.210551,0,0.023389,0,0,1.242953417246,-1.54502207201685,4.03092890650884
2018,16040,VNM,0.00741,0,0.210551,0,0,1.2938097023823,-1.49554766999573,4.08316707476034
2019,16040,VNM,0,0,0.00741,0,0,1.29719159118225,-1.49536377421108,4.08974695657557
2020,16040,VNM,0,0,0,0,0,1.32438116547092,-1.47269115239796,4.12145348333981
2021,16040,VNM,0.060757,0.319,0,0,0.319,1.35721972969773,-1.44584238986676,4.16028184926223
2022,16040,VNM,0.065895,0,0.060757,0.319,-0.319,1.38864590450752,-1.42179958831293,4.19909139732797
2023,16040,VNM,1.41666894808579,0,0.065895,0,0,1.41666894808579,-1.40268605693383,4.23602395310542
2010,16030,ARM,0.615799,0,,,,,,
2011,16030,ARM,0.096937,0,0.615799,0,0,0.254746796601872,-2.55459419340894,3.06408778661268
2012,16030,ARM,0.47406,0,0.096937,0,0,0.219726049793785,-2.58216842000344,3.02162051959101
2013,16030,ARM,0,0,0.47406,0,0,0.293688188081241,-2.5022785731128,3.08965494927528
2014,16030,ARM,0,0,0,0,0,0.264116920023419,-2.52739479180241,3.05562863184925
2015,16030,ARM,0.007752,0,0,0,0,0.292207807591403,-2.49633213151651,3.08074774669931
2016,16030,ARM,0,0,0.007752,0,0,0.32124160751313,-2.46581388680684,3.1082971018331
2017,16030,ARM,0,0,0,0,0,0.348389582727378,-2.43867475760231,3.13545392305707
2018,16030,ARM,0,0,0,0,0,0.376480470295363,-2.41208240823824,3.16504334882896
2019,16030,ARM,0,0,0,0,0,0.404571357863354,-2.38697854553324,3.19612126125995
2020,16030,ARM,0,0,0,0,0,0.432662245431338,-2.36335839898299,3.22868288984567
2021,16030,ARM,0,0,0,0,0,0.460753132999329,-2.34121486646969,3.26272113246835
2022,16030,ARM,0,0,0,0,0,0.488844020567314,-2.32053857020338,3.298226611338
2023,16030,ARM,0.516934908135305,0,0,0,0,0.516934908135305,-2.30131792967434,3.33518774594495
2010,16040,ARM,0,0,,,,,,
2011,16040,ARM,0,0,0,0,0,0.547640037047735,-2.26168606294554,3.35696613704101
2012,16040,ARM,0,0,0,0,0,0.575730924615719,-2.22620657248846,3.3776684217199
2013,16040,ARM,0,0,0,0,0,0.603821812183703,-2.19219445823983,3.39983808260723
2014,16040,ARM,2.925232,0,0,0,0,0.631912699751695,-2.15965905760785,3.42348445711124
2015,16040,ARM,0,0,2.925232,0,0,1.0158133641952,-1.7736329384169,3.80525966680729
2016,16040,ARM,10.695566,0,0,0,0,0.68809447488767,-2.09904430819711,3.47523325797245
2017,16040,ARM,0,0,10.695566,0,0,2.01713754403215,-0.788518878679929,4.82279396674423
2018,16040,ARM,0,0,0,0,0,0.744276250023638,-2.0443906172701,3.53294311731738
2019,16040,ARM,0,0.050382,0,0,0.050382,0.773116972843745,-2.01854765389085,3.56478159957834
2020,16040,ARM,0,0.098067263909,0,0.050382,0.047685263909,0.802026979610609,-1.9941175070629,3.59817146628412
2021,16040,ARM,0.001094,0.022574161845,0,0.098067263909,-0.075493102064,0.829097866125593,-1.97300282237233,3.63119855462352
2022,16040,ARM,0.042278,0,0.001094,0.022574161845,-0.022574161845,0.856821895172665,-1.9527060077611,3.66634979810643
2023,16040,ARM,0.889873160579164,0,0.042278,0,0,0.889873160579164,-1.92851855179436,3.70826487295268
2010,16030,IDN,4.173266,0,,,,,,
2011,16030,IDN,0.237596,0,4.173266,0,0,0.332693519489425,-2.48039103890745,3.1457780778863
2012,16030,IDN,0.105108,0,0.237596,0,0,-0.117929713585212,-2.92012606462739,2.68426663745696
2013,16030,IDN,0.144125,0,0.105108,0,0,-0.105953966873983,-2.90221981880807,2.6903118850601
2014,16030,IDN,0.047436,0,0.144125,0,0,-0.0731172574141397,-2.86494302394478,2.7187085091165
2015,16030,IDN,0.144204,8.43561099,0.047436,0,8.43561099,0.068760080000196,-2.7221947439706,2.859714903971
2016,16030,IDN,1.462198,25.43813532,0.144204,8.43561099,17.00252433,0.379990300704371,-2.42665094391586,3.1866315453246
2017,16030,IDN,0,24.6756707,1.462198,25.43813532,-0.762464619999999,0.593973288213697,-2.21758741203033,3.40553398845772
2018,16030,IDN,0,13.77078751,0,24.6756707,-10.90488319,0.280256847570364,-2.52551020994897,3.0860239050897
2019,16030,IDN,0.147272,0,0,13.77078751,-13.77078751,0.0797139287775082,-2.71892550574087,2.87835336329589
2020,16030,IDN,1.924526,-1.09830082,0.147272,0,-1.09830082,0.0794648425299727,-2.71715898336361,2.87608866842356
2021,16030,IDN,1.577226,0.0414520875,1.924526,-1.09830082,1.1397529075,0.338309178822129,-2.46471691589643,3.14133527354069
2022,16030,IDN,0.506032,0.31702088355,1.577226,0.0414520875,0.27556879605,0.330732929772772,-2.47922361441363,3.14068947395917
2023,16030,IDN,0.224409692454387,0,0.506032,0.31702088355,-0.31702088355,0.224409692454387,-2.59418905643452,3.04300844134329
2010,16040,IDN,0,0,,,,,,
2011,16040,IDN,0.017157,0,0,0,0,0.192875255510337,-2.61678936204358,3.00253987306426
2012,16040,IDN,0,0,0.017157,0,0,0.223053029978864,-2.57923782787101,3.02534388782873
2013,16040,IDN,0.000679,0,0,0,0,0.249057030646306,-2.54733106520179,3.0454451264944
2014,16040,IDN,0,0,0.000679,0,0,0.277230508189554,-2.51472943496596,3.06919045134506
2015,16040,IDN,0,0,0,0,0,0.305238805782281,-2.48377680603244,3.094254417597
2016,16040,IDN,0,0,0,0,0,0.333329693350272,-2.45422979497431,3.12088918167485
2017,16040,IDN,0,0,0,0,0,0.361420580918256,-2.42617342900684,3.14901459084335
2018,16040,IDN,0.0501,0,0,0,0,0.389511468486241,-2.39960765277979,3.17863058975228
2019,16040,IDN,0,0,0.0501,0,0,0.423696255553985,-2.36842355431997,3.21581606542794
2020,16040,IDN,0,0,0,0,0,0.445693243622216,-2.35093573161815,3.24232221886258
2021,16040,IDN,0,0,0,0,0,0.473784131190207,-2.3288176366774,3.27638589905781
2022,16040,IDN,0,0,0,0,0,0.501875018758192,-2.3081663258798,3.31191636339619
2023,16040,IDN,0.529965906326183,0,0,0,0,0.529965906326183,-2.28897018608792,3.34890199874029
2010,16030,F6_X,0.077703,0,,,,,,
2011,16030,F6_X,0.061581,0,0.077703,0,0,0.300385387322365,-2.50891549660071,3.10968627124544
2012,16030,F6_X,0.028933,0,0.061581,0,0,0.32651527992558,-2.47538784104412,3.12841840089528
2013,16030,F6_X,0,0,0.028933,0,0,0.350635037136918,-2.4453403857909,3.14661046006474
2014,16030,F6_X,0,0,0,0,0,0.375206667335121,-2.41631899016963,3.16673232483987
2015,16030,F6_X,0.331869,0,0,0,0,0.403297554903105,-2.38525847605042,3.19185358585663
2016,16030,F6_X,0,0,0.331869,0,0,0.471755235546617,-2.31527603652726,3.25878650762049
2017,16030,F6_X,0.031975,0,0,0,0,0.459479330039081,-2.32760537551728,3.24656403559544
2018,16030,F6_X,12.507619,0,0.031975,0,0,0.491459487796774,-2.29711847741235,3.2800374530059
2019,16030,F6_X,0.165435,0,12.507619,0,0,2.03702184703553,-0.781184163819919,4.85522785789097
2020,16030,F6_X,0.455976,0,0.165435,0,0,0.563874632737885,-2.23213174216255,3.35988100763832
2021,16030,F6_X,0.23391,0,0.455976,0,0,0.627305393650346,-2.17459441487551,3.4292052021762
2022,16030,F6_X,0,0,0.23391,0,0,0.628385345363796,-2.18096361751694,3.43773430824453
2023,16030,F6_X,0.62817635680139,0.0101929292,0,0,0.0101929292,0.62817635680139,-2.19010933360176,3.44646204720454
2010,16040,F6_X,0.000786,0,,,,,,
2011,16040,F6_X,0.287326,0,0.000786,0,0,0.658825389249792,-2.15052222642891,3.4681730049285
2012,16040,F6_X,0.687224,0,0.287326,0,0,0.721769489645311,-2.08013565627634,3.52367463556696
2013,16040,F6_X,0,0,0.687224,0,0,0.798501858693385,-1.99744377455492,3.59444749194169
2014,16040,F6_X,0.791507,0,0,0,0,0.743002447063397,-2.04859753068134,3.53460242480813
2015,16040,F6_X,0.425127,0,0.791507,0,0,0.867368067392889,-1.92114397089035,3.65588010567612
2016,16040,F6_X,0.690093,0,0.425127,0,0,0.85089442604432,-1.93616844673366,3.6379572988223
