year,sector_code,recipient_iso3_code,usd_disbursement_crs,usd_disbursement_iati,usd_disbursement_crs_t1,usd_disbursement_iati_t1,delta_iati,usd_disbursement_crs_fit,usd_disbursement_crs_lwr,usd_disbursement_crs_upr
2020,16040,A7_X,0.051118,0,0.030187,0,0,0.339150022184327,-2.45684003169002,3.13514007605867
2021,16040,A7_X,0.003548,0,0.051118,0,0,0.369786846088232,-2.43214563620165,3.17171932837812
2022,16040,A7_X,0,0,0.003548,0,0,0.392091569999465,-2.41726350426804,3.20144664426697
2023,16040,A7_X,0.419750897578929,0,0,0,0,0.419750897578929,-2.39847461190177,3.23797640705963
2010,16030,F4_X,0.021889,0,,,,,,
2011,16030,F4_X,0.006066,0,0.021889,0,0,0.0976141242304394,-2.71168933068284,2.90691757914372
2012,16030,F4_X,0,0,0.006066,0,0,0.123780385615099,-2.67811584169306,2.92567661292326
2013,16030,F4_X,0,0,0,0,0,0.151133436968202,-2.64482384659425,2.94709072053065
2014,16030,F4_X,0,0,0,0,0,0.179224324536193,-2.61227097181734,2.97071962088972
2015,16030,F4_X,0,0,0,0,0,0.207315212104177,-2.58120186563473,2.99583228984308
2016,16030,F4_X,0,0,0,0,0,0.235406099672169,-2.55162128471767,3.02243348406201
2017,16030,F4_X,0,0,0,0,0,0.263496987240153,-2.52353161596002,3.05052559044033
2018,16030,F4_X,0,0,0,0,0,0.291587874808137,-2.49693285740682,3.0801086070231
2019,16030,F4_X,0,0,0,0,0,0.319678762376128,-2.47182261826997,3.11118014302223
2020,16030,F4_X,0,0,0,0,0,0.347769649944112,-2.44819613803062,3.14373543791885
2021,16030,F4_X,0,0,0,0,0,0.375860537512104,-2.42604632427345,3.17776739929766
2022,16030,F4_X,0,0,0,0,0,0.403951425080088,-2.40536380855541,3.21326665871558
2023,16030,F4_X,0.432042312648079,0,0,0,0,0.432042312648079,-2.38613701929154,3.2502216445877
2010,16040,F4_X,0.507153,0,,,,,,
2011,16040,F4_X,0.022435,0,0.507153,0,0,0.524434854993615,-2.28486254627918,3.33373225626641
2012,16040,F4_X,0,0,0.022435,0,0,0.493567204084123,-2.30832205947836,3.29545646764661
2013,16040,F4_X,0,0,0,0,0,0.518929216696478,-2.27703437490667,3.31489280829962
2014,16040,F4_X,0,0,0,0,0,0.547020104264469,-2.24449246889783,3.33853267742677
2015,16040,F4_X,0,0,0,0,0,0.575110991832453,-2.21343435151339,3.36365633517829
2016,16040,F4_X,0,0,0,0,0,0.603201879400444,-2.18386476187099,3.39026852067188
2017,16040,F4_X,0,0,0,0,0,0.631292766968429,-2.15578606921471,3.41837160315156
2018,16040,F4_X,0,0,0,0,0,0.659383654536413,-2.12919825398476,3.44796556305758
2019,16040,F4_X,0,0,0,0,0,0.687474542104404,-2.10409890797404,3.47904799218285
2020,16040,F4_X,0,0,0,0,0,0.715565429672388,-2.08048325356864,3.51161411291341
2021,16040,F4_X,7.033773,0,0,0,0,0.743656317240379,-2.05834418171471,3.54565681619547
2022,16040,F4_X,4.26148,0,7.033773,0,0,1.62729821810339,-1.18938137065474,4.44397780686152
2023,16040,F4_X,1.31818202132267,0,4.26148,0,0,1.31818202132267,-1.50216901476772,4.13853305741306
2010,16030,GTM,0,-1.485477e-06,,,,,,
2011,16030,GTM,0,0,0,-1.485477e-06,1.485477e-06,-0.118769212244686,-2.92807145811632,2.69053303362695
2012,16030,GTM,0,0,0,0,0,-0.0906783214505467,-2.89257398399578,2.71121734109469
2013,16030,GTM,0,0,0,0,0,-0.0625874338825625,-2.85854382548509,2.73336895771997
2014,16030,GTM,0,0,0,0,0,-0.0344965463145712,-2.82599034514629,2.75699725251715
2015,16030,GTM,0.04853,0,0,0,0,-0.00640565874658705,-2.79492063258276,2.78210931508959
2016,16030,GTM,0.11473,0,0.04853,0,0,0.0275881618098879,-2.75943592982234,2.81461225344211
2017,16030,GTM,0.251921,0,0.11473,0,0,0.0637312678785449,-2.72329166838248,2.85075420413957
2018,16030,GTM,0.279954,0.226848,0.251921,0,0.226848,0.111885522935431,-2.67662988464057,2.90040093051144
2019,16030,GTM,0.417166,0,0.279954,0.226848,-0.226848,0.140502685847174,-2.65098642411563,2.93199179580998
2020,16030,GTM,0.133195,0,0.417166,0,0,0.184790648927965,-2.61115919840776,2.98074049626369
2021,16030,GTM,0.758344,0,0.133195,0,0,0.178340803265527,-2.62354687019956,2.98022847673061
2022,16030,GTM,0.115422,0.20767586133,0.758344,0,0.20767586133,0.285562354375159,-2.52374601125999,3.09487072001031
2023,16030,GTM,0.232811794287244,0,0.115422,0.20767586133,-0.20767586133,0.232811794287244,-2.58533929144324,3.05096288001773
2010,16040,GTM,0.666523,0,,,,,,
2011,16040,GTM,0.131585,0,0.666523,0,0,0.330098909557535,-2.47923048159306,3.13942830070813
2012,16040,GTM,0.586236,0,0.131585,0,0,0.293122762981824,-2.50875691812697,3.09500244409062
2013,16040,GTM,0.42665,0,0.586236,0,0,0.376514997884385,-2.41945106037499,3.17248105614376
2014,16040,GTM,0.428509,0.258417935159907,0.42665,0,0.258417935159907,0.389040720790653,-2.40245013728899,3.18053157887029
2015,16040,GTM,0.634735,0.231070553267947,0.428509,0.258417935159907,-0.0273473818919602,0.417511947497161,-2.37100069550203,3.20602459049635
2016,16040,GTM,0.199752,0.0731443931665152,0.634735,0.231070553267947,-0.157926160101432,0.468277269117344,-2.31875434503268,3.25530888326737
2017,16040,GTM,0.172355,0.045089155591155,0.199752,0.0731443931665152,-0.0280552375753602,0.442698591432297,-2.34434183404083,3.22973901690543
2018,16040,GTM,0.137734,0.2703104241149,0.172355,0.045089155591155,0.225221268523745,0.470748090184223,-2.31779500963182,3.25929119000027
2019,16040,GTM,0.221857,0,0.137734,0.2703104241149,-0.2703104241149,0.491093967172517,-2.30043814630691,3.28262608065194
2020,16040,GTM,0.266973,0.0292152275929104,0.221857,0,0.0292152275929104,0.529264883220577,-2.26672862175362,3.32525838819477
2021,16040,GTM,0.570099,0.287333798727,0.266973,0.0292152275929104,0.25811857113409,0.566748470797442,-2.23518325654903,3.36868019814392
2022,16040,GTM,0.18975,0.196057248072201,0.570099,0.287333798727,-0.0912765506547994,0.630912116952928,-2.17838048370646,3.44020471761232
2023,16040,GTM,0.61117594770343,0.104329876868198,0.18975,0.196057248072201,-0.0917273712040022,0.61117594770343,-2.2070445330891,3.42939642849596
2010,16030,URY,0,0,,,,,,
2011,16030,URY,0,0,0,0,0,-0.420871736571186,-3.23128641560284,2.38954294246046
2012,16030,URY,0.120193,0,0,0,0,-0.392780849003202,-3.19582154336647,2.41025984536007
2013,16030,URY,0,0,0.120193,0,0,-0.350070319467676,-3.14722857668687,2.44708793775152
2014,16030,URY,0.060575,0,0,0,0,-0.336599073867227,-3.12930170791108,2.45610356017663
2015,16030,URY,0,0,0.060575,0,0,-0.301140163101685,-3.09090427577693,2.48862394957356
2016,16030,URY,0,0,0,0,0,-0.280417298731251,-3.06871237834768,2.50787778088517
2017,16030,URY,0,0,0,0,0,-0.252326411163267,-3.04065192000393,2.5359990976774
2018,16030,URY,0,0,0,0,0,-0.224235523595283,-3.01408166284914,2.56561061565857
2019,16030,URY,0,0,0,0,0,-0.196144636027292,-2.98899917276697,2.59670990071239
2020,16030,URY,0,0,0,0,0,-0.168053748459307,-2.96539964971729,2.62929215279868
2021,16030,URY,0,0,0,0,0,-0.139962860891316,-2.94327596584445,2.66335024406182
2022,16030,URY,0,0,0,0,0,-0.111871973323332,-2.92261872156281,2.69887477491615
2023,16030,URY,-0.0837810857553407,0,0,0,0,-0.0837810857553407,-2.90341631859936,2.73585414708868
2010,16040,URY,0,10.744634,,,,,,
2011,16040,URY,0,13.303924,0,10.744634,2.55929,0.168261491717523,-2.64359466714509,2.98011765058013
2012,16040,URY,0,13.015168,0,13.303924,-0.288756000000001,0.197613081916494,-2.60745669237697,3.00268285620995
2013,16040,URY,0.00902,12.538742,0,13.015168,-0.476426,0.217986202474975,-2.58081362308294,3.01678602803289
2014,16040,URY,0,16.011404,0.00902,12.538742,3.472662,0.297823159584944,-2.49808349505136,3.09372981422125
2015,16040,URY,0.00524,9.106042,0,16.011404,-6.905362,0.229586322983543,-2.56312765888031,3.02230030484739
2016,16040,URY,0,6.938959,0.00524,9.106042,-2.167083,0.211064839319342,-2.57645635624403,2.99858603488271
2017,16040,URY,0,11.709556,0,6.938959,4.770597,0.304812687043487,-2.483756693734,3.09338206782097
2018,16040,URY,0,11.290801,0,11.709556,-0.418754999999999,0.337032011763661,-2.45326138673389,3.12732541026121
2019,16040,URY,0,12.055,0,11.290801,0.764199,0.375587021456127,-2.417777145019,3.16895118793126
2020,16040,URY,0,5.406,0,12.055,-6.649,0.30638053408952,-2.4914438855518,3.10420495373084
2021,16040,URY,0,4.197429,0,5.406,-1.208571,0.302043983735487,-2.49994554838098,3.10403351585195
2022,16040,URY,0,10.5,0,4.197429,6.302571,0.421311258107401,-2.38960330564854,3.23222582186335
2023,16040,URY,0.484670397747436,11.95,0,10.5,1.45,0.484670397747436,-2.33503217804838,3.30437297354325
2010,16030,MNE,0,0,,,,,,
2011,16030,MNE,0,0,0,0,0,-0.241227387133712,-3.0505499280023,2.56809515373487
2012,16030,MNE,0,0,0,0,0,-0.213136499565728,-3.01504888596967,2.58877588683822
2013,16030,MNE,0,0,0,0,0,-0.185045611997744,-2.98101513056462,2.61092390656913
2014,16030,MNE,0.124818,0,0,0,0,-0.156954724429752,-2.94845803297982,2.63454858412032
2015,16030,MNE,0.000821,0,0.124818,0,0,-0.113681634311661,-2.90221296817763,2.67484969955431
2016,16030,MNE,0,0,0.000821,0,0,-0.100673087188206,-2.88770003029703,2.68635385592062
2017,16030,MNE,0,0,0,0,0,-0.0726820617257928,-2.85970594243382,2.71434181898223
2018,16030,MNE,0.082344,0,0,0,0,-0.0445911741578087,-2.83310293949187,2.74392059117625
2019,16030,MNE,0.03224,0.37316268,0.082344,0,0.37316268,-0.000930617393180455,-2.79242594783415,2.79056471304779
2020,16030,MNE,0.014097,0,0.03224,0.37316268,-0.37316268,0.0163225378886551,-2.77962692561971,2.81227200139702
2021,16030,MNE,0,0,0.014097,0,0,0.0413961732018109,-2.7604881807539,2.84328052715752
2022,16030,MNE,0,0,0,0,0,0.0677723761141422,-2.74151709503012,2.87706184725841
2023,16030,MNE,0.0958632636821335,0,0,0,0,0.0958632636821335,-2.72228618454628,2.91401271191055
2010,16040,MNE,0,0,,,,,,
2011,16040,MNE,0.856507,0,0,0,0,0.126568392594564,-2.6827103691646,2.93584715435373
2012,16040,MNE,0,0,0.856507,0,0,0.258840269760071,-2.54316410003321,3.06084463955335
2013,16040,MNE,0,0,0,0,0,0.182750167730532,-2.61319724529133,2.97869758075239
2014,16040,MNE,0.211214,0,0,0,0,0.210841055298523,-2.58065107110438,3.00233318170143
2015,16040,MNE,0.931581,0,0.211214,0,0,0.264622898733599,-2.52388910633518,3.05313490380237
2016,16040,MNE,0.40815,0,0.931581,0,0,0.380335425042887,-2.40677329395185,3.16744414403762
2017,16040,MNE,0.000507,0,0.40815,0,0,0.344758929196587,-2.44226813433165,3.13178599272483
2018,16040,MNE,0,0,0.000507,0,0,0.323266274373793,-2.46527810503989,3.11181065378748
2019,16040,MNE,0,0,0,0,0,0.351295493138458,-2.4402362990849,3.14282728536181
2020,16040,MNE,0,0,0,0,0,0.379386380706443,-2.41661647581886,3.17538923723175
2021,16040,MNE,0,0,0,0,0,0.407477268274434,-2.39447327476184,3.20942781131071
2022,16040,MNE,0,0,0,0,0,0.435568155842418,-2.37379731749219,3.24493362917703
2023,16040,MNE,0.463659043410409,0,0,0,0,0.463659043410409,-2.35457702284231,3.28189510966313
2010,16030,SRB,1.51381,0,,,,,,
2011,16030,SRB,0.576982,0.0020249235,1.51381,0,0.0020249235,1.68422912070867,-1.12507168245346,4.4935299238708
2012,16030,SRB,0.520558,0,0.576982,0.0020249235,-0.0020249235,1.59834345707765,-1.20381024543457,4.40049715958987
2013,16030,SRB,0.103845,0,0.520558,0,0,1.61956682945069,-1.17670313006379,4.41583678896517
2014,16030,SRB,3.090275,0.049750272,0.103845,0,0.049750272,1.59771138095744,-1.19437321658632,4.3897959785012
2015,16030,SRB,0,0,3.090275,0.049750272,-0.049750272,1.98842346126671,-0.800359227976522,4.77720615050993
2016,16030,SRB,3.656905,0,0,0,0,1.64052156529252,-1.14724691867813,4.42829004926317
2017,16030,SRB,1.009733,0.028434,3.656905,0,0.028434,2.1138422538195,-0.673693391336367,4.90137789897536
2018,16030,SRB,0.070068,0.15256395,1.009733,0.028434,0.12412995,1.82185429369292,-0.966878756641929,4.61058734402776
2019,16030,SRB,0.096961,0.41748850068,0.070068,0.15256395,0.26492455068,1.73986174840602,-1.05245288349653,4.53217638030857
2020,16030,SRB,0.04894,0.0231501292,0.096961,0.41748850068,-0.39433837148,1.76593018324822,-1.03086081496372,4.56272118146015
2021,16030,SRB,0.038416,0,0.04894,0.0231501292,-0.0231501292,1.78697908373323,-1.01582081510908,4.58977898257554
2022,16030,SRB,0.055086,0,0.038416,0,0,1.81373961012525,-0.996513846499948,4.62399306675044
2023,16030,SRB,1.84385814848487,0,0.055086,0,0,1.84385814848487,-0.975280312683686,4.66299660965343
2010,16040,SRB,0.375378,0,,,,,,
2011,16040,SRB,0.235854,0,0.375378,0,0,1.91352190531297,-0.896297535823934,4.72334134644987
2012,16040,SRB,0.259851,0,0.235854,0,0,1.92464183013038,-0.877911956705816,4.72719561696658
2013,16040,SRB,2.188648,0,0.259851,0,0,1.9556515860875,-0.840992807886062,4.75229598006106
2014,16040,SRB,1.15737,0,2.188648,0,0,2.21835115775582,-0.573136567421896,5.00983888293354
2015,16040,SRB,1.188885,0,1.15737,0,0,2.12100283398035,-0.66775176395504,4.90975743191574
2016,16040,SRB,0.146047,0,1.188885,0,0,2.1529270397666,-0.634350065736128,4.94020414526933
2017,16040,SRB,0.862169,0,0.146047,0,0,2.05417261862153,-0.733821630503741,4.8421668677468
2018,16040,SRB,0.039547,0,0.862169,0,0,2.16936880554206,-0.619630698127946,4.95836830921206
2019,16040,SRB,11.849513,0,0.039547,0,0,2.09740029601851,-0.695258549365013,4.89005914140203
2020,16040,SRB,0.082701,0,11.849513,0,0,3.56199309774833,0.749557099987488,6.37442909550917
2021,16040,SRB,23.221972,0,0.082701,0,0,2.15883109588527,-0.644286036346244,4.96194822811678
2022,16040,SRB,0,0,23.221972,0,0,5.00146074536073,2.11280299461954,7.89011849610193
2023,16040,SRB,2.20495355799671,0,0,0,0,2.20495355799671,-0.614610014863688,5.02451713085711
2010,16030,BTN,0.29438,0,,,,,,
2011,16030,BTN,0.339168,0,0.29438,0,0,0.61140381699235,-2.19790048983108,3.42070812381578
2012,16030,BTN,0.251336,0,0.339168,0,0,0.644942480424511,-2.15695974590024,3.44684470674926
2013,16030,BTN,0.203574,0,0.251336,0,0,0.662349947216796,-2.13363135858256,3.45833125301616
2014,16030,BTN,0.213912,0,0.203574,0,0,0.68463131726169,-2.10690504361511,3.4761676781385
2015,16030,BTN,0.104789,0,0.213912,0,0,0.713979664570758,-2.07458645072725,3.50254577986876
2016,16030,BTN,0.079512,0,0.104789,0,0,0.72879740652774,-2.05831471556122,3.5159095286167
2017,16030,BTN,0.715295,0,0.079512,0,0,0.753813733264281,-2.03331886782665,3.54094633435521
2018,16030,BTN,0.608659,0,0.715295,0,0,0.859237908370233,-1.92927957409227,3.64775539083274
2019,16030,BTN,6.564128,0,0.608659,0,0,0.874358155877225,-1.91715061340288,3.66586692515733
2020,16030,BTN,9.056035,0,6.564128,0,0,1.62684085102801,-1.17502701804262,4.42870872009865
2021,16030,BTN,5.304715,0,9.056035,0,0,1.95803415018748,-0.856049136866477,4.77211743724144
2022,16030,BTN,0.240927,0,5.304715,0,0,1.52983427784696,-1.28279608868086,4.34246464437478
2023,16030,BTN,0.94199272709043,0,0.240927,0,0,0.94199272709043,-1.8763026856736,3.76028813985446
2010,16040,BTN,0,0,,,,,,
2011,16040,BTN,0,0,0,0,0,0.943392767683953,-1.86603072183635,3.75281625720426
2012,16040,BTN,0,0,0,0,0,0.971483655251937,-1.83055930467683,3.77352661518071
2013,16040,BTN,0.021312,0,0,0,0,0.999574542819921,-1.79655524678642,3.79570433242626
2014,16040,BTN,0,0,0.021312,0,0,1.03025770955236,-1.76142721685408,3.8219426359588
2015,16040,BTN,0,0,0,0,0,1.0557563179559,-1.73298422896817,3.84449686487996
2016,16040,BTN,0,0,0,0,0,1.08384720552389,-1.70342903208784,3.87112344313562
2017,16040,BTN,0,0,0,0,0,1.11193809309187,-1.67536462758118,3.89924081376492
2018,16040,BTN,0,0,0,0,0,1.14002898065986,-1.64879097297779,3.9288489342975
2019,16040,BTN,0,0,0,0,0,1.16811986822785,-1.62370563780995,3.95994537426565
2020,16040,BTN,0,0,0,0,0,1.19621075579583,-1.60010382302728,3.99252533461894
2021,16040,BTN,0,0,0,0,0,1.22430164336382,-1.57797839912547,4.02658168585312
2022,16040,BTN,1.135687,0.90850101,0,0,0.90850101,1.26591375049196,-1.54382989219861,4.07565739318253
2023,16040,BTN,1.42059546898133,0,1.135687,0.90850101,-0.90850101,1.42059546898133,-1.39757752439902,4.23876846236169
2010,16030,THA,0.049738,-1.1141771e-05,,,,,,
2011,16030,THA,0.011357,0,0.049738,-1.1141771e-05,1.1141771e-05,-0.309179552437193,-3.11852183029302,2.50016272541863
2012,16030,THA,0.01194,0,0.011357,0,0,-0.285757102881135,-3.08768055517059,2.51616634940832
2013,16030,THA,0.251274,0,0.01194,0,0,-0.257595302271064,-3.0535743029538,2.53838369841168
2014,16030,THA,0.187173,0,0.251274,0,0,-0.200393090494011,-2.99194234381946,2.59115616283144
2015,16030,THA,0.002494,0,0.187173,0,0,-0.180099110148255,-2.96864815571241,2.6084499354159
2016,16030,THA,0,0,0.002494,0,0,-0.174471601137448,-2.96150225836379,2.61255905608889
2017,16030,THA,0,0,0,0,0,-0.146684070562529,-2.93371007965975,2.64034193853469
2018,16030,THA,0,0,0,0,0,-0.118593182994545,-2.90710562613697,2.66991926014789
2019,16030,THA,0,0,0,0,0,-0.0905022954265533,-2.88198970556396,2.70098511471085
2020,16030,THA,0,0,0,0,0,-0.0624114078585691,-2.85835756641935,2.73353475070221
2021,16030,THA,0,0,0,0,0,-0.0343205202905779,-2.83620212510646,2.7675610845253
2022,16030,THA,0,0,0,0,0,-0.00622963272259369,-2.81551402175481,2.80305475630963
2023,16030,THA,0.0218612548453976,0,0,0,0,0.0218612548453976,-2.79628169304322,2.84000420273402
2010,16040,THA,0.198069,0,,,,,,
2011,16040,THA,0,0,0.198069,0,0,0.0766584512232313,-2.73263495124189,2.88595185368835
2012,16040,THA,0.076865,0,0,0,0,0.080657271325812,-2.72122172357788,2.88253626622951
2013,16040,THA,0,0,0.076865,0,0,0.11809761168918,-2.6778482166216,2.91404343999996
2014,16040,THA,0.001771,0.001771041363309,0,0,0.001771041363309,0.136865404868509,-2.6546233991861,2.92835420892312
2015,16040,THA,0,0.415184951287292,0.001771,0.001771041363309,0.413413909923983,0.171328392647823,-2.61719277633779,2.95984956163344
2016,16040,THA,0,0.1743492564,0,0.415184951287292,-0.240835694887292,0.196517358749055,-2.59051495457447,2.98354967207258
2017,16040,THA,0.031168,0,0,0.1743492564,-0.1743492564,0.221490360325461,-2.56554603139546,3.00852675204638
2018,16040,THA,0,0.0600851825,0.031168,0,0.0600851825,0.253887955410846,-2.53464367788115,3.04241958870284
2019,16040,THA,0.020241,0,0,0.0600851825,-0.0600851825,0.277423977109692,-2.5140956244125,3.06894357863189
2020,16040,THA,0.085943,0.011413,0.020241,0,0.011413,0.308016239915233,-2.48797141899496,3.10400389882543
2021,16040,THA,0,0,0.085943,0.011413,-0.011413,0.343953698943317,-2.45796891275296,3.1458763106396
2022,16040,THA,0,0,0,0,0,0.361566147005682,-2.44778452578167,3.17091681979303
2023,16040,THA,0.389657034573673,0,0,0,0,0.389657034573673,-2.4285628435515,3.20787691269884
2010,16030,MMR,0.041841,0,,,,,,
2011,16030,MMR,0,0,0.041841,0,0,1.51975828404104,-1.29018441117906,4.32970097926114
2012,16030,MMR,0.064726,0,0,0,0,1.54275985326633,-1.25985218067514,4.34537188720779
2013,16030,MMR,0.012009,0,0.064726,0,0,1.57872366975688,-1.21794639897458,4.37539373848835
2014,16030,MMR,0.01166,0,0.012009,0,0,1.60040233976143,-1.19189018953122,4.39269486905408
2015,16030,MMR,0.046851,0,0.01166,0,0,1.62845077681195,-1.16090841166274,4.41780996528663
2016,16030,MMR,0.18041,0,0.046851,0,0,1.66082211183095,-1.12706276625584,4.44870698991774
2017,16030,MMR,0.317221,0,0.18041,0,0,1.7051584110414,-1.08266274344024,4.49297956552305
2018,16030,MMR,0.316798,0,0.317221,0,0,1.7498902663631,-1.0393564254308,4.53913695815699
2019,16030,MMR,0.926828,0,0.316798,0,0,1.77792970244429,-1.01433442970904,4.57019383459762
2020,16030,MMR,1.187612,0,0.926828,0,0,1.88022141859181,-0.916131441537774,4.67657427872139
2021,16030,MMR,0.553304,0,1.187612,0,0,1.94003269512475,-0.862146918912443,4.74221230916194
2022,16030,MMR,0.016961,0,0.553304,0,0,1.89096970636759,-0.919028882277757,4.70096829501293
2023,16030,MMR,1.8538226630095,0,0.016961,0,0,1.8538226630095,-0.965531133773706,4.67317645979271
2010,16040,MMR,5.599126,-2.42725e-07,,,,,,
2011,16040,MMR,3.568497,0,5.599126,-2.42725e-07,2.42725e-07,2.56351287125591,-0.247893215116294,5.37491895762811
2012,16040,MMR,0,0,3.568497,0,0,2.34460876838727,-0.457571694572997,5.14678923134753
2013,16040,MMR,0,0,0,0,0,1.93864652056259,-0.858370899530647,4.73566394065582
2014,16040,MMR,0.01225,0.012252587487876,0,0,0.012252587487876,1.96691976337706,-0.825692244911236,4.75953177166535
2015,16040,MMR,0.00361,0.0035935389545562,0.01225,0.012252587487876,-0.0086590485333198,1.99639841379225,-0.793280033365228,4.78607686094973
2016,16040,MMR,9.965746,-2.11758236813575e-22,0.00361,0.0035935389545562,-0.0035935389545562,2.02336608904421,-0.76488629798179,4.81161847607021
2017,16040,MMR,6.817151,0,9.965746,-2.11758236813575e-22,2.11758236813575e-22,3.26319080065634,0.465730677960377,6.0606509233523
2018,16040,MMR,0.700797,0.778935223,6.817151,0,0.778935223,2.91989610735252,0.128022750418597,5.71176946428645
2019,16040,MMR,18.108136,0.0625489263,0.700797,0.778935223,-0.7163862967,2.19505569787005,-0.597215082638867,4.98732647837896
2020,16040,MMR,8.261842,0,18.108136,0.0625489263,-0.0625489263,4.33799663921061,1.49727468634027,7.17871859208095
2021,16040,MMR,0.350132,0.3455662101,8.261842,0,0.3455662101,3.17344352557283,0.365875451681686,5.98101159946397
2022,16040,MMR,0.014024,0.24238067,0.350132,0.3455662101,-0.1031855401,2.23841056749824,-0.572082061539978,5.04890319653646
2023,16040,MMR,2.22178760313059,0,0.014024,0.24238067,-0.24238067,2.22178760313059,-0.597963835246589,5.04153904150778
2010,16030,E_X,0.598698,0.3675794418,,,,,,
2011,16030,E_X,0.2324,0,0.598698,0.3675794418,-0.3675794418,3.48221272625121,0.670997143174136,6.29342830932829
2012,16030,E_X,0.38635,0,0.2324,0,0,3.46495075108884,0.660610054144645,6.26929144803303
2013,16030,E_X,0.252479,0,0.38635,0,0,3.5117673038861,0.713488969970435,6.31004563780177
2014,16030,E_X,0.236753,0,0.252479,0,0,3.52357482977881,0.729491386824146,6.31765827273347
2015,16030,E_X,0.2853,0,0.236753,0,0,3.54975288973137,0.758541330151021,6.34096444931171
2016,16030,E_X,2.731014,0,0.2853,0,0,3.58374877807809,0.794014542078148,6.37348301407803
2017,16030,E_X,0.242047,0,2.731014,0,0,3.90932340459099,1.12193899184677,6.69670781733522
2018,16030,E_X,0.085601,0,0.242047,0,0,3.63466948664593,0.843218237436193,6.42612073585567
2019,16030,E_X,1.512091,0,0.085601,0,0,3.64373110872214,0.848978850981205,6.43848336646308
2020,16030,E_X,0.015795,0,1.512091,0,0,3.84533270881315,1.04792751966276,6.64273789796354
2021,16030,E_X,0,0,0.015795,0,0,3.69142205055513,0.885994470591498,6.49684963051875
2022,16030,E_X,0,0,0,0,0,3.71759171771196,0.904653448519372,6.53052998690455
2023,16030,E_X,3.74568260527995,0,0,0,0,3.74568260527995,0.923806211595411,6.56755899896449
2010,16040,E_X,0.000317,0.000316786639,,,,,,
2011,16040,E_X,0,0,0.000317,0.000316786639,-0.000316786639,3.77642698039501,0.963893075746556,6.58896088504346
2012,16040,E_X,6.87888,6.876,0,0,6.876,3.90681412240625,1.09949662417478,6.71413162063773
2013,16040,E_X,0,0,6.87888,6.876,-6.876,4.6842134307512,1.8849294424748,7.4834974190276
2014,16040,E_X,0.039053,0.03905982,0,0,0.03905982,3.86124172415563,1.06620229525594,6.65628115305531
2015,16040,E_X,0.013238,0.013233966768,0.039053,0.03905982,-0.025825853232,3.89378327631204,1.10168563224604,6.68588092037803
2016,16040,E_X,0,0,0.013238,0.013233966768,-0.013233966768,3.91848111394988,1.12773127268206,6.7092309552177
2017,16040,E_X,1.813565,1.8135,0,0,1.8135,3.9719233781607,1.1809261008395,6.7629206554819
2018,16040,E_X,30.944612,0,1.813565,1.8135,-1.8135,4.19755497267339,1.40751350563827,6.9875964397085
2019,16040,E_X,36.111776,0,30.944612,0,0,7.76505406800717,4.84328556313874,10.6868225728756
2020,16040,E_X,18.832059,0.7434,36.111776,0,0.7434,8.43271552617658,5.45313294731117,11.412298105042
2021,16040,E_X,1.101715,0,18.832059,0.7434,-0.7434,6.34954335754517,3.50974323425067,9.18934348083968
2022,16040,E_X,0.820496,0,1.101715,0,0,4.21939429359535,1.40754195603819,7.03124663115251
2023,16040,E_X,4.21327918668388,0,0.820496,0,0,4.21327918668388,1.39208813716302,7.03447023620473
2010,16030,LKA,23.41604,0,,,,,,
2011,16030,LKA,22.83397,0,23.41604,0,0,4.26858334249159,1.37908872061555,7.15807796436762
2012,16030,LKA,0.667154,0,22.83397,0,0,4.22587430826673,1.34839544454763,7.10335317198582
2013,16030,LKA,0.011394,0,0.667154,0,0,1.55771072610354,-1.23916771828567,4.35458917049274
2014,16030,LKA,0.011403,0,0.011394,0,0,1.50603842932106,-1.28707533514472,4.29915219378683
2015,16030,LKA,0.007665,0,0.011403,0,0,1.53413041160152,-1.25606860601964,4.32432942922269
2016,16030,LKA,0,0,0.007665,0,0,1.56176662858409,-1.22700971061795,4.35054296778612
2017,16030,LKA,0.0166,2.2341e-06,0,0,2.2341e-06,1.58892521926914,-1.19992326074391,4.37777369928219
2018,16030,LKA,0.060888,0,0.0166,2.2341e-06,-2.2341e-06,1.61903521480022,-1.17134648071974,4.40941691032018
2019,16030,LKA,0.07817,0,0.060888,0,0,1.65251305602009,-1.14085533548673,4.44588144752691
2020,16030,LKA,0,0,0.07817,0,0,1.68270603482869,-1.11516330391901,4.4805753735764
2021,16030,LKA,0,0,0,0,0,1.70128873629098,-1.10267511868318,4.50525259126513
2022,16030,LKA,0,0,0,0,0,1.72937962385896,-1.08204871009713,4.54080795781505
2023,16030,LKA,1.75747051142695,0,0,0,0,1.75747051142695,-1.06287661244989,4.57781763530379
2010,16040,LKA,2.742507,0,,,,,,
2011,16040,LKA,4.509931,0,2.742507,0,0,2.12175971290168,-0.68754634783351,4.93106577363687
2012,16040,LKA,5.035054,0,4.509931,0,0,2.36483072481003,-0.437388394000083,5.16704984362015
2013,16040,LKA,0.970539,0,5.035054,0,0,2.45679480173948,-0.339773689861014,5.25336329333997
2014,16040,LKA,0.16562,0.088817745480948,0.970539,0,0.088817745480948,1.99182141750607,-0.800694068076887,4.78433690308902
2015,16040,LKA,0.359289,0.0336617506063026,0.16562,0.088817745480948,-0.0551559948746454,1.92137821492447,-0.869070075347466,4.71182650519641
